사다리,방해물FOUP,거리대,GT거리_mm,frame,마스크IoU,오선택,화면잘림,coarse_R_deg,coarse_t_mm,refined_R_deg,refined_t_mm,RH1_R_deg,RH1_t_mm,RH1_ADD_mm,RH1_KPI,IoU_sf03,오선택_sf03
단일,0,0.85,826.4,frame_0043,0.8304,0,0,0.6154,3.3411,0.8526,1.8092,0.6154,1.8092,1.9831,1,0.8304,0
단일,0,0.85,821.7,frame_0044,0.8977,0,0,0.4111,3.2099,0.4244,1.2981,0.4111,1.2981,1.3671,1,0.8977,0
단일,0,0.85,848.3,frame_0045,0.9006,0,0,0.5352,2.6778,0.3288,1.9788,0.5352,1.9788,2.2329,1,0.9006,0
단일,0,0.85,875.2,frame_0046,0.9793,0,0,0.3732,3.5321,0.7394,1.9876,0.3732,1.9876,1.9337,1,0.9793,0
단일,0,0.85,862.5,frame_0047,0.918,0,0,0.4992,2.6408,0.2462,2.0888,0.4992,2.0888,2.0223,1,0.918,0
단일,0,0.85,855.5,frame_0048,0.867,0,0,0.4445,3.1813,0.4825,2.2894,0.4445,2.2894,2.6015,1,0.867,0
단일,0,0.85,852.8,frame_0049,0.8879,0,0,0.9561,3.3269,0.5772,2.3704,0.9561,2.3704,2.8825,1,0.8879,0
단일,0,0.85,841.0,frame_0050,0.9024,0,0,0.7791,3.2804,0.4361,2.3431,0.7791,2.3431,2.6802,1,0.9024,0
단일,0,0.85,834.4,frame_0051,0.8369,0,0,0.4857,2.4302,0.5261,2.889,0.4857,2.889,3.2899,1,0.8369,0
단일,0,0.85,856.2,frame_0052,0.9858,0,0,0.2545,2.5859,0.7421,1.6335,0.2545,1.6335,1.684,1,0.9858,0
단일,0,0.85,854.8,frame_0053,0.9861,0,0,0.2623,1.637,1.0915,1.8621,0.2623,1.8621,1.6938,1,0.9861,0
단일,0,0.85,848.4,frame_0054,0.7948,0,0,0.8588,2.7459,0.7937,1.6819,0.8588,1.6819,2.1633,1,0.7948,0
단일,0,0.85,833.4,frame_0055,0.8623,0,0,0.2946,2.4323,0.5332,1.2477,0.2946,1.2477,1.2226,1,0.8623,0
단일,0,0.85,853.5,frame_0056,0.8435,0,0,0.3155,1.1656,0.4603,1.9542,0.3155,1.9542,2.0812,1,0.8435,0
단일,0,0.85,837.5,frame_0057,0.9589,0,0,0.1893,2.4271,0.6693,2.1984,0.1893,2.1984,2.3382,1,0.9589,0
단일,0,0.85,851.7,frame_0058,0.9396,0,0,0.2951,2.7532,0.6118,2.5054,0.2951,2.5054,2.4362,1,0.9396,0
단일,0,0.85,856.6,frame_0059,0.8581,0,0,0.3679,0.9847,0.3902,2.393,0.3679,2.393,2.6519,1,0.8581,0
단일,0,0.85,856.1,frame_0060,0.9866,0,0,0.4365,2.3987,0.5295,2.5778,0.4365,2.5778,2.4214,1,0.9866,0
단일,0,0.85,866.2,frame_0061,0.8153,0,0,0.9038,4.0231,0.8903,2.2089,0.9038,2.2089,2.8967,1,0.0209,1
단일,0,0.85,873.5,frame_0062,0.9867,0,0,0.546,1.7503,0.2161,2.9517,0.546,2.9517,3.2988,1,0.9867,0
단일,0,0.85,870.3,frame_0063,0.8774,0,0,0.4963,1.3645,0.7305,1.6197,0.4963,1.6197,1.6643,1,0.8774,0
단일,0,0.85,860.6,frame_0064,0.9637,0,0,0.3085,2.6131,0.8582,2.2465,0.3085,2.2465,2.1028,1,0.9637,0
단일,0,0.85,825.0,frame_0065,0.9765,0,0,0.8495,2.536,0.4282,3.349,0.8495,3.349,3.3177,1,0.9765,0
단일,0,0.85,838.2,frame_0066,0.8371,0,0,0.5268,1.5799,0.4161,4.106,0.5268,4.106,4.0651,1,0.8371,0
단일,0,0.85,860.3,frame_0067,0.9879,0,0,0.6303,2.593,0.3306,1.9591,0.6303,1.9591,2.1238,1,0.9879,0
단일,0,0.85,866.6,frame_0068,0.8588,0,0,0.2452,1.7553,1.1585,1.9273,0.2452,1.9273,2.1341,1,0.8588,0
단일,0,0.85,865.6,frame_0069,0.9632,0,0,0.5958,2.7416,0.4361,1.9061,0.5958,1.9061,1.9719,1,0.9632,0
단일,0,0.85,840.9,frame_0070,0.8572,0,0,0.2969,2.5248,0.5772,2.3247,0.2969,2.3247,2.5333,1,0.8572,0
단일,0,0.85,838.5,frame_0071,0.8719,0,0,0.5319,4.4263,0.8144,0.9789,0.5319,0.9789,1.22,1,0.8719,0
단일,0,0.85,875.4,frame_0072,0.8545,0,0,0.6028,5.1933,0.6268,2.2743,0.6028,2.2743,2.6001,1,0.8545,0
단일,0,0.85,826.7,frame_0073,0.9536,0,0,0.5088,1.8194,0.1834,2.1997,0.5088,2.1997,2.1764,1,0.9536,0
단일,0,0.85,870.0,frame_0074,0.8901,0,0,0.8152,3.0723,0.5333,2.785,0.8152,2.785,2.8893,1,0.8901,0
단일,0,0.85,841.1,frame_0075,0.976,0,0,0.8261,3.9654,0.2969,2.5677,0.8261,2.5677,3.0927,1,0.976,0
단일,0,0.85,830.7,frame_0076,0.9838,0,0,0.5925,2.6413,0.5074,1.6682,0.5925,1.6682,1.9881,1,0.9838,0
단일,0,0.85,849.4,frame_0077,0.9771,0,0,0.3005,2.7983,0.5079,2.2828,0.3005,2.2828,2.1695,1,0.9771,0
단일,0,0.85,827.3,frame_0078,0.9534,0,0,0.6011,4.6341,0.6132,2.4796,0.6011,2.4796,2.3977,1,0.9534,0
단일,0,0.85,861.1,frame_0079,0.8821,0,0,0.3609,2.2765,0.5228,2.2294,0.3609,2.2294,2.4554,1,0.8821,0
