사다리,방해물FOUP,거리대,GT거리_mm,frame,마스크IoU,오선택,화면잘림,coarse_R_deg,coarse_t_mm,refined_R_deg,refined_t_mm,RH1_R_deg,RH1_t_mm,RH1_ADD_mm,RH1_KPI,IoU_sf03,오선택_sf03
다중,2,0.30,291.3,frame_0000,0.9716,0,1,1.2293,3.5683,0.3408,0.809,1.2293,0.809,2.0928,1,0.9716,0
다중,2,0.30,274.2,frame_0001,0.0,1,1,16.379,1102.6881,18.9304,1102.3815,16.379,1102.3815,1103.056,0,0.8956,0
다중,2,0.30,279.8,frame_0002,0.0,1,1,47.2473,17.495,45.1163,0.8225,47.2473,0.8225,55.1921,0,0.8677,0
다중,2,0.30,312.5,frame_0003,0.9764,0,1,0.4445,2.0301,0.2393,0.436,0.4445,0.436,0.8089,1,0.9764,0
다중,2,0.30,285.3,frame_0004,0.7841,0,1,0.4073,7.6323,0.1688,0.9517,0.4073,0.9517,1.1619,1,0.7841,0
다중,2,0.30,292.0,frame_0005,0.8747,0,1,0.7671,2.675,0.3329,0.6328,0.7671,0.6328,1.3634,1,0.8747,0
다중,2,0.30,322.2,frame_0006,0.9893,0,0,0.6161,3.2964,0.6323,0.9362,0.6161,0.9362,1.436,1,0.9893,0
다중,2,0.30,292.3,frame_0007,0.8918,0,0,0.5125,2.5511,0.5072,0.5903,0.5125,0.5903,1.0378,1,0.8918,0
다중,2,0.30,277.9,frame_0008,0.6836,0,1,1.665,6.549,0.4249,0.8952,1.665,0.8952,2.6006,1,0.2091,1
다중,2,0.30,280.6,frame_0009,0.9805,0,1,0.7831,4.0849,0.536,0.5024,0.7831,0.5024,1.2068,1,0.9805,0
다중,2,0.30,325.6,frame_0010,0.9814,0,0,0.3392,2.3976,0.2205,0.3188,0.3392,0.3188,0.5613,1,0.9814,0
다중,2,0.30,291.2,frame_0011,0.8953,0,1,1.1607,3.3639,0.3871,0.5605,1.1607,0.5605,1.8058,1,0.8953,0
다중,2,0.30,290.2,frame_0012,0.8777,0,1,1.4602,2.0163,0.2402,0.9004,1.4602,0.9004,2.2795,1,0.8777,0
다중,2,0.30,287.0,frame_0013,0.0,1,1,143.22,726.0952,143.4398,728.5125,143.22,728.5125,736.3729,0,0.9793,0
다중,2,0.30,322.1,frame_0014,0.9423,0,1,1.031,2.5414,0.4951,0.5409,1.031,0.5409,1.651,1,0.9423,0
다중,2,0.30,299.0,frame_0015,0.8391,0,1,1.5418,4.4481,0.2645,0.9353,1.5418,0.9353,2.602,1,0.8391,0
다중,2,0.30,304.4,frame_0016,0.8646,0,0,1.447,1.6482,0.5792,0.7606,1.447,0.7606,2.2702,1,0.8646,0
다중,2,0.30,286.1,frame_0017,0.0,1,1,32.4052,722.5873,32.9219,725.8317,32.4052,725.8317,728.068,0,0.9231,0
다중,2,0.30,290.6,frame_0018,0.0001,1,1,0.9091,4.7581,0.3526,0.8111,0.9091,0.8111,1.6664,1,0.863,0
다중,2,0.30,295.9,frame_0019,0.0,1,1,68.3101,893.6114,65.3825,897.8598,68.3101,897.8598,899.3644,0,0.9025,0
다중,2,0.30,315.2,frame_0020,0.0001,1,1,0.7695,5.9614,0.2231,0.5454,0.7695,0.5454,1.343,1,0.851,0
다중,2,0.30,307.4,frame_0021,0.8395,0,1,0.4115,3.7519,0.2857,0.7674,0.4115,0.7674,1.0134,1,0.8395,0
다중,2,0.30,278.1,frame_0022,0.826,0,1,0.4582,4.3009,0.1534,0.6087,0.4582,0.6087,1.0191,1,0.826,0
다중,2,0.30,281.0,frame_0023,0.0,1,1,120.2038,281.0327,121.3657,240.1702,120.2038,240.1702,258.3613,0,0.8336,0
다중,2,0.30,307.2,frame_0024,0.0,1,1,3.0163,11.243,0.3455,0.4476,3.0163,0.4476,4.0116,0,0.9176,0
다중,2,0.30,306.8,frame_0025,0.0,1,1,65.6564,1079.1297,65.0735,1078.2016,65.6564,1078.2016,1079.3664,0,0.8303,0
다중,2,0.30,282.0,frame_0026,0.0,1,1,73.8094,336.9241,78.3577,347.9912,73.8094,347.9912,348.3547,0,0.9313,0
다중,2,0.30,293.8,frame_0027,0.8361,0,1,0.3684,1.6308,0.2454,0.7218,0.3684,0.7218,0.9144,1,0.8361,0
다중,2,0.30,271.3,frame_0028,0.7889,0,1,1.4532,3.8452,0.2075,0.4556,1.4532,0.4556,2.1794,1,0.7889,0
다중,2,0.30,273.1,frame_0029,0.8537,0,1,0.4339,2.0123,0.3787,0.8417,0.4339,0.8417,1.1647,1,0.8537,0
다중,2,0.30,276.9,frame_0030,0.7952,0,1,1.2979,4.3946,0.4754,0.5793,1.2979,0.5793,1.9841,1,0.7952,0
다중,2,0.30,273.1,frame_0031,0.8194,0,0,0.7787,4.8452,0.428,0.4326,0.7787,0.4326,1.3334,1,0.8194,0
다중,2,0.30,270.5,frame_0032,0.835,0,1,0.79,6.258,0.1047,0.8753,0.79,0.8753,1.5371,1,0.835,0
다중,2,0.30,322.5,frame_0033,0.9065,0,1,0.4022,2.6393,0.2496,0.4839,0.4022,0.4839,0.7737,1,0.9065,0
다중,2,0.30,278.6,frame_0034,0.0,1,1,175.5111,423.5083,160.4827,414.0138,175.5111,414.0138,439.6174,0,0.7573,0
다중,2,0.30,276.7,frame_0035,0.8566,0,1,0.8271,3.8777,0.1816,1.1603,0.8271,1.1603,1.9619,1,0.8566,0
다중,2,0.30,270.4,frame_0036,0.865,0,1,1.1359,6.9158,0.5367,0.7405,1.1359,0.7405,1.8908,1,0.865,0
다중,2,0.30,285.7,frame_0037,0.9842,0,1,0.1991,3.9078,0.5635,0.712,0.1991,0.712,0.7986,1,0.9842,0
다중,2,0.30,277.5,frame_0038,0.8857,0,1,0.2161,1.9069,0.3215,0.9632,0.2161,0.9632,1.0411,1,0.8857,0
다중,2,0.30,287.0,frame_0039,0.8325,0,0,0.9801,1.6061,0.1873,0.8351,0.9801,0.8351,1.7194,1,0.8325,0
다중,2,0.30,279.5,frame_0040,0.0,1,1,154.1034,840.3604,154.7593,841.4756,154.1034,841.4756,852.3088,0,0.888,0
다중,2,0.30,279.1,frame_0041,0.8248,0,1,0.8536,3.402,0.2561,0.6683,0.8536,0.6683,1.4334,1,0.8248,0
다중,2,0.30,287.2,frame_0042,0.9861,0,1,0.6998,2.774,0.5647,0.6033,0.6998,0.6033,1.2019,1,0.9861,0
다중,2,0.30,312.0,frame_0043,0.8526,0,1,0.6429,3.9615,0.1792,0.9258,0.6429,0.9258,1.5198,1,0.8526,0
다중,2,0.30,298.6,frame_0044,0.9899,0,0,0.3346,1.9344,0.6186,0.45,0.3346,0.45,0.6944,1,0.9899,0
다중,2,0.30,323.1,frame_0045,0.8313,0,0,0.3336,2.2154,0.2888,0.8236,0.3336,0.8236,1.0763,1,0.7982,0
다중,2,0.30,279.9,frame_0046,0.9883,0,1,0.3686,3.491,0.36,0.5616,0.3686,0.5616,0.7951,1,0.9883,0
다중,2,0.30,293.3,frame_0047,0.8785,0,1,0.4699,4.6495,0.4064,0.9246,0.4699,0.9246,1.2144,1,0.8785,0
다중,2,0.30,288.8,frame_0048,0.0,1,1,49.7151,150.3528,33.2275,131.709,49.7151,131.709,136.9751,0,0.665,0
다중,2,0.30,296.7,frame_0049,0.7762,0,1,0.376,1.5956,0.4005,0.971,0.376,0.971,1.1592,1,0.7762,0
다중,2,0.30,286.3,frame_0050,0.842,0,1,0.4486,2.0629,0.2783,0.7275,0.4486,0.7275,1.1285,1,0.842,0
다중,2,0.30,312.4,frame_0051,0.8768,0,1,1.4292,3.2939,0.3349,0.8129,1.4292,0.8129,2.3052,1,0.8768,0
다중,2,0.30,311.1,frame_0052,0.8312,0,0,1.0647,4.144,0.2619,0.6017,1.0647,0.6017,1.6218,1,0.8312,0
다중,2,0.30,311.4,frame_0053,0.9234,0,1,1.0382,2.7016,0.2462,0.5016,1.0382,0.5016,1.5855,1,0.9234,0
다중,2,0.30,270.5,frame_0054,0.0,1,1,16.0354,728.3561,16.0973,726.0243,16.0354,726.0243,726.1821,0,0.8113,0
다중,2,0.30,308.3,frame_0055,0.9901,0,1,0.6429,1.5978,0.4291,0.8176,0.6429,0.8176,1.3268,1,0.9901,0
다중,2,0.30,318.2,frame_0056,0.7682,0,0,1.0951,5.2465,0.4412,0.4883,1.0951,0.4883,1.6996,1,0.7682,0
다중,2,0.30,297.6,frame_0057,0.9843,0,1,0.5677,3.7225,0.3997,0.8093,0.5677,0.8093,1.1784,1,0.9843,0
다중,2,0.30,320.7,frame_0058,0.9126,0,1,0.8292,3.0437,0.4663,0.4927,0.8292,0.4927,1.2784,1,0.9126,0
다중,2,0.30,286.5,frame_0059,0.8035,0,1,0.5003,3.2745,0.1102,0.8584,0.5003,0.8584,1.2043,1,0.8035,0
다중,2,0.30,329.8,frame_0060,0.8538,0,1,0.5856,3.5959,0.2593,0.5601,0.5856,0.5601,1.1653,1,0.8538,0
다중,2,0.30,302.3,frame_0061,0.9555,0,1,0.2442,1.5987,0.1923,0.7715,0.2442,0.7715,0.9256,1,0.9555,0
다중,2,0.30,325.2,frame_0062,0.9482,0,0,0.3423,5.2245,0.4575,0.6323,0.3423,0.6323,0.7477,1,0.9482,0
다중,2,0.30,327.3,frame_0063,0.9808,0,0,0.4404,3.8821,0.4683,0.3531,0.4404,0.3531,0.7264,1,0.9808,0
다중,2,0.30,308.8,frame_0064,0.877,0,1,0.5336,3.0354,0.6647,0.4816,0.5336,0.4816,0.9844,1,0.877,0
다중,2,0.30,276.3,frame_0065,0.9913,0,1,0.3772,1.6734,0.4005,0.7862,0.3772,0.7862,0.9871,1,0.9913,0
다중,2,0.30,284.6,frame_0066,0.8973,0,1,0.2259,2.0044,0.1578,0.7159,0.2259,0.7159,0.7957,1,0.8973,0
다중,2,0.30,304.6,frame_0067,0.8455,0,1,0.7405,2.6897,0.4236,0.4556,0.7405,0.4556,1.2091,1,0.8455,0
다중,2,0.30,321.6,frame_0068,0.8751,0,1,0.2162,3.1478,0.6312,0.6452,0.2162,0.6452,0.7051,1,0.8751,0
다중,2,0.30,283.2,frame_0069,0.8765,0,1,1.0442,3.2243,0.4425,0.9049,1.0442,0.9049,1.8605,1,0.8765,0
다중,2,0.30,303.0,frame_0070,0.8442,0,1,1.2491,4.3878,0.4163,0.5157,1.2491,0.5157,1.8988,1,0.8442,0
다중,2,0.30,308.3,frame_0071,0.853,0,1,0.3395,3.1064,0.318,0.9608,0.3395,0.9608,1.0638,1,0.853,0
다중,2,0.30,291.5,frame_0072,0.9774,0,1,0.4326,3.6475,0.3792,0.5837,0.4326,0.5837,0.8654,1,0.9774,0
다중,2,0.30,275.0,frame_0073,0.0,1,1,146.4769,310.7553,151.8913,294.2947,146.4769,294.2947,303.6707,0,0.783,0
다중,2,0.30,298.4,frame_0074,0.8481,0,1,0.7692,1.3862,0.2176,0.9221,0.7692,0.9221,1.347,1,0.8481,0
다중,2,0.30,274.2,frame_0075,0.8836,0,1,0.8556,1.9002,0.3062,0.669,0.8556,0.669,1.3518,1,0.8836,0
다중,2,0.30,319.9,frame_0076,0.0,1,1,55.2847,910.905,55.7614,918.3199,55.2847,918.3199,921.7343,0,0.902,0
다중,2,0.30,271.6,frame_0077,0.0,1,1,100.3663,674.6773,98.4614,677.5995,100.3663,677.5995,686.8943,0,0.8581,0
다중,2,0.30,275.0,frame_0078,0.8097,0,1,0.9144,3.562,0.5424,0.6685,0.9144,0.6685,1.5195,1,0.8097,0
다중,2,0.30,284.5,frame_0079,0.9548,0,1,0.2068,1.9545,0.1085,0.7989,0.2068,0.7989,0.891,1,0.9548,0
다중,2,0.40,391.3,frame_0000,0.8738,0,0,0.3976,2.6342,0.3446,1.1116,0.3976,1.1116,1.3847,1,0.8738,0
다중,2,0.40,374.2,frame_0001,0.8838,0,1,0.6583,2.0126,0.4957,0.4833,0.6583,0.4833,1.0631,1,0.8838,0
다중,2,0.40,379.8,frame_0002,0.0,1,1,2.13,9.265,0.572,0.7789,2.13,0.7789,3.4215,1,0.8785,0
다중,2,0.40,412.5,frame_0003,0.9725,0,0,0.2844,1.4333,0.4168,0.8531,0.2844,0.8531,1.1153,1,0.9725,0
다중,2,0.40,385.3,frame_0004,0.796,0,0,0.3455,0.8776,0.2157,0.6791,0.3455,0.6791,0.859,1,0.796,0
다중,2,0.40,392.0,frame_0005,0.8972,0,0,0.1372,2.7603,0.5419,0.6149,0.1372,0.6149,0.6246,1,0.8972,0
다중,2,0.40,422.2,frame_0006,0.9891,0,0,0.7474,2.6224,0.3155,0.4847,0.7474,0.4847,1.2713,1,0.9891,0
다중,2,0.40,392.3,frame_0007,0.904,0,0,0.6654,1.9164,0.8189,0.5377,0.6654,0.5377,1.2715,1,0.904,0
다중,2,0.40,377.9,frame_0008,0.7128,0,0,0.5149,2.167,0.6718,0.7236,0.5149,0.7236,1.1482,1,0.7128,0
다중,2,0.40,380.6,frame_0009,0.9895,0,0,0.6901,4.4667,0.423,0.4767,0.6901,0.4767,1.1216,1,0.9895,0
다중,2,0.40,425.6,frame_0010,0.8788,0,0,0.465,3.1889,0.4623,0.7204,0.465,0.7204,0.9631,1,0.8788,0
다중,2,0.40,391.2,frame_0011,0.8584,0,1,0.7612,2.6982,0.2019,0.8599,0.7612,0.8599,1.618,1,0.8584,0
다중,2,0.40,390.2,frame_0012,0.8696,0,1,0.8784,3.1822,0.1752,1.3822,0.8784,1.3822,1.9139,1,0.8696,0
다중,2,0.40,387.0,frame_0013,0.0,1,0,143.2984,726.8727,143.6583,727.559,143.2984,727.559,735.6786,0,0.9682,0
다중,2,0.40,422.1,frame_0014,0.8705,0,0,0.49,1.2206,0.3833,0.7374,0.49,0.7374,1.1256,1,0.8705,0
다중,2,0.40,399.0,frame_0015,0.8435,0,1,0.707,2.0424,0.4931,0.8134,0.707,0.8134,1.4208,1,0.8435,0
다중,2,0.40,404.4,frame_0016,0.8713,0,0,0.6723,4.8692,0.1754,1.1679,0.6723,1.1679,1.5372,1,0.8713,0
다중,2,0.40,386.1,frame_0017,0.8556,0,0,0.3425,1.9748,0.561,1.5206,0.3425,1.5206,1.6578,1,0.8556,0
다중,2,0.40,390.6,frame_0018,0.0,1,0,179.7681,924.9236,176.9794,908.7093,179.7681,908.7093,911.7551,0,0.8783,0
다중,2,0.40,395.9,frame_0019,0.9498,0,1,0.6789,2.5099,0.3651,0.4814,0.6789,0.4814,1.0582,1,0.9498,0
다중,2,0.40,415.2,frame_0020,0.0,1,0,99.5741,808.6051,99.6747,807.8912,99.5741,807.8912,812.134,0,0.8544,0
다중,2,0.40,407.4,frame_0021,0.9865,0,0,0.3852,0.6653,0.3946,1.1943,0.3852,1.1943,1.5132,1,0.9865,0
다중,2,0.40,378.1,frame_0022,0.8473,0,0,0.7485,2.0426,0.3043,0.9508,0.7485,0.9508,1.5864,1,0.8473,0
다중,2,0.40,381.0,frame_0023,0.84,0,0,0.5782,1.5644,0.8185,0.6318,0.5782,0.6318,1.1098,1,0.84,0
다중,2,0.40,407.2,frame_0024,0.0,1,0,52.0098,1117.7216,50.1114,1115.5528,52.0098,1115.5528,1117.7154,0,0.888,0
다중,2,0.40,406.8,frame_0025,0.0,1,0,65.5062,1079.3858,64.8932,1077.3401,65.5062,1077.3401,1078.3426,0,0.8263,0
다중,2,0.40,382.0,frame_0026,0.8683,0,0,0.5407,2.5311,0.6972,0.9366,0.5407,0.9366,1.1765,1,0.8683,0
다중,2,0.40,393.8,frame_0027,0.8448,0,0,0.4397,2.1667,0.2601,1.0261,0.4397,1.0261,1.2797,1,0.8448,0
다중,2,0.40,371.3,frame_0028,0.832,0,0,0.5286,2.9597,0.2367,0.6406,0.5286,0.6406,1.0953,1,0.832,0
다중,2,0.40,373.1,frame_0029,0.9064,0,0,0.9934,3.303,0.6549,0.6041,0.9934,0.6041,1.6936,1,0.9064,0
다중,2,0.40,376.9,frame_0030,0.8374,0,0,0.5614,1.805,0.5307,0.603,0.5614,0.603,1.0857,1,0.8374,0
다중,2,0.40,373.1,frame_0031,0.8228,0,0,0.2166,2.6205,0.2822,0.6788,0.2166,0.6788,0.7179,1,0.8228,0
다중,2,0.40,370.5,frame_0032,0.8398,0,0,0.631,3.0702,0.3666,0.5361,0.631,0.5361,1.1259,1,0.8398,0
다중,2,0.40,422.5,frame_0033,0.9843,0,0,0.5641,2.3678,0.4533,0.4829,0.5641,0.4829,1.1004,1,0.9843,0
다중,2,0.40,378.6,frame_0034,0.0,1,1,140.2465,452.7643,139.4329,429.3324,140.2465,429.3324,434.8695,0,0.4745,1
다중,2,0.40,376.7,frame_0035,0.9066,0,1,0.5209,2.1306,0.2765,0.6598,0.5209,0.6598,1.2013,1,0.9066,0
다중,2,0.40,370.4,frame_0036,0.8925,0,0,0.6645,2.6817,0.3407,0.7767,0.6645,0.7767,1.3983,1,0.8925,0
다중,2,0.40,385.7,frame_0037,0.9889,0,0,0.379,3.6718,0.8665,0.5285,0.379,0.5285,0.7624,1,0.9889,0
다중,2,0.40,377.5,frame_0038,0.8323,0,0,0.5627,0.6287,0.3134,0.6658,0.5627,0.6658,0.9725,1,0.8323,0
다중,2,0.40,387.0,frame_0039,0.8383,0,0,0.6768,3.7904,0.4036,0.8662,0.6768,0.8662,1.304,1,0.8383,0
다중,2,0.40,379.5,frame_0040,0.8933,0,1,0.3745,1.8445,0.5227,1.0505,0.3745,1.0505,1.0941,1,0.8933,0
다중,2,0.40,379.1,frame_0041,0.8222,0,0,0.3895,2.0685,0.3626,0.8955,0.3895,0.8955,1.1109,1,0.8222,0
다중,2,0.40,387.2,frame_0042,0.9834,0,0,0.6228,1.9711,0.4202,0.4075,0.6228,0.4075,1.0549,1,0.9834,0
다중,2,0.40,412.0,frame_0043,0.8748,0,1,0.3529,1.062,0.3283,1.4572,0.3529,1.4572,1.5393,1,0.8748,0
다중,2,0.40,398.6,frame_0044,0.9884,0,0,0.8524,4.0199,0.6394,0.7201,0.8524,0.7201,1.494,1,0.9884,0
다중,2,0.40,423.1,frame_0045,0.8401,0,0,1.1812,3.1329,0.203,0.9979,1.1812,0.9979,2.1209,1,0.794,0
다중,2,0.40,379.9,frame_0046,0.987,0,0,0.2781,4.0908,0.4059,0.7281,0.2781,0.7281,0.9391,1,0.987,0
다중,2,0.40,393.3,frame_0047,0.8812,0,0,0.7255,1.4185,0.468,0.7817,0.7255,0.7817,1.3374,1,0.8812,0
다중,2,0.40,388.8,frame_0048,0.8592,0,0,0.5461,2.8741,0.2797,0.9951,0.5461,0.9951,1.2864,1,0.757,0
다중,2,0.40,396.7,frame_0049,0.8122,0,0,0.6207,3.7849,0.2567,0.6764,0.6207,0.6764,1.2647,1,0.8122,0
다중,2,0.40,386.3,frame_0050,0.8579,0,0,0.6951,2.3808,0.4907,0.6898,0.6951,0.6898,1.454,1,0.8579,0
다중,2,0.40,406.9,frame_0051,0.8809,0,0,0.4397,3.1757,0.3256,0.4318,0.4397,0.4318,0.7489,1,0.8809,0
다중,2,0.40,411.1,frame_0052,0.8235,0,0,0.845,4.0302,0.2118,0.4377,0.845,0.4377,1.2685,1,0.8235,0
다중,2,0.40,411.4,frame_0053,0.9881,0,0,0.27,0.9467,0.5621,1.073,0.27,1.073,1.2342,1,0.9881,0
다중,2,0.40,370.5,frame_0054,0.0,1,0,15.5262,727.8748,15.1845,725.9283,15.5262,725.9283,726.7523,0,0.8034,0
다중,2,0.40,408.3,frame_0055,0.9891,0,0,0.6939,2.3409,0.3507,0.7449,0.6939,0.7449,1.2075,1,0.9891,0
다중,2,0.40,418.2,frame_0056,0.775,0,0,0.6503,3.6487,0.4944,0.5881,0.6503,0.5881,1.1302,1,0.775,0
다중,2,0.40,397.6,frame_0057,0.955,0,0,0.2451,2.3254,0.3958,0.358,0.2451,0.358,0.5786,1,0.955,0
다중,2,0.40,420.7,frame_0058,0.8539,0,0,0.1883,2.7884,0.2858,0.8381,0.1883,0.8381,0.8994,1,0.8539,0
다중,2,0.40,386.5,frame_0059,0.0,1,0,155.4706,739.6538,156.0771,721.7837,155.4706,721.7837,730.6444,0,0.8059,0
다중,2,0.40,429.8,frame_0060,0.854,0,0,0.1763,3.1065,0.4279,0.5627,0.1763,0.5627,0.5928,1,0.854,0
다중,2,0.40,402.3,frame_0061,0.8816,0,0,0.3509,1.2133,0.3296,0.5335,0.3509,0.5335,0.8342,1,0.8816,0
다중,2,0.40,425.2,frame_0062,0.8385,0,0,0.2678,3.3765,0.2744,0.6619,0.2678,0.6619,0.7424,1,0.8385,0
다중,2,0.40,427.3,frame_0063,0.9874,0,0,0.4799,3.3716,0.242,0.6796,0.4799,0.6796,0.9731,1,0.9874,0
다중,2,0.40,408.8,frame_0064,0.8853,0,0,1.5211,0.7596,0.2888,1.0513,1.5211,1.0513,2.3889,1,0.8853,0
다중,2,0.40,376.3,frame_0065,0.9909,0,0,0.2838,2.5963,0.3627,0.592,0.2838,0.592,0.7225,1,0.9909,0
다중,2,0.40,384.6,frame_0066,0.9028,0,0,0.6615,2.0959,0.3863,0.7736,0.6615,0.7736,1.2706,1,0.9028,0
다중,2,0.40,404.6,frame_0067,0.8568,0,0,0.4714,1.5499,0.5106,1.0495,0.4714,1.0495,1.3173,1,0.8568,0
다중,2,0.40,421.6,frame_0068,0.8538,0,0,0.5214,2.1239,0.4661,0.6594,0.5214,0.6594,1.0432,1,0.8538,0
다중,2,0.40,383.2,frame_0069,0.8932,0,0,0.8137,2.0487,0.5363,1.3757,0.8137,1.3757,1.7983,1,0.8932,0
다중,2,0.40,403.0,frame_0070,0.9252,0,0,0.8552,1.0625,0.5287,1.2909,0.8552,1.2909,2.0548,1,0.9252,0
다중,2,0.40,408.3,frame_0071,0.8686,0,0,0.7606,3.6018,0.4019,0.8581,0.7606,0.8581,1.4042,1,0.8686,0
다중,2,0.40,391.5,frame_0072,0.0001,1,0,0.4383,3.2728,0.6596,0.9015,0.4383,0.9015,1.1224,1,0.8467,0
다중,2,0.40,383.5,frame_0073,0.9902,0,0,0.3249,3.706,0.4085,0.5545,0.3249,0.5545,0.7428,1,0.9902,0
다중,2,0.40,406.6,frame_0074,0.815,0,0,0.4776,0.8152,0.4696,0.6693,0.4776,0.6693,0.9825,1,0.815,0
다중,2,0.40,406.1,frame_0075,0.9682,0,0,0.3795,2.7794,0.613,2.2593,0.3795,2.2593,2.2965,1,0.9682,0
다중,2,0.40,416.2,frame_0076,0.7923,0,0,0.41,0.4597,0.8408,1.3359,0.41,1.3359,1.5611,1,0.7923,0
다중,2,0.40,423.5,frame_0077,0.9186,0,0,0.7207,1.1915,0.454,1.1221,0.7207,1.1221,1.439,1,0.9186,0
다중,2,0.40,397.7,frame_0078,0.0,1,0,154.0807,175.4585,143.4557,164.1489,154.0807,164.1489,267.7572,0,0.8328,0
다중,2,0.40,418.4,frame_0079,0.9898,0,0,0.3077,1.5945,0.3614,0.7597,0.3077,0.7597,0.8588,1,0.9898,0
다중,2,0.45,441.3,frame_0000,0.8386,0,0,0.2058,2.9178,0.3782,1.1174,0.2058,1.1174,1.2818,1,0.8386,0
다중,2,0.45,424.2,frame_0001,0.8907,0,1,0.5546,0.8838,0.3524,1.2004,0.5546,1.2004,1.4119,1,0.8907,0
다중,2,0.45,429.8,frame_0002,0.0,1,0,158.3762,888.5022,158.4653,889.095,158.3762,889.095,896.0847,0,0.8911,0
다중,2,0.45,462.5,frame_0003,0.8695,0,0,0.9458,1.8173,0.735,1.1677,0.9458,1.1677,2.0355,1,0.8695,0
다중,2,0.45,435.3,frame_0004,0.0,1,0,0.4124,3.6214,0.3897,0.5126,0.4124,0.5126,0.7931,1,0.8001,0
다중,2,0.45,442.0,frame_0005,0.851,0,0,0.1581,2.3155,0.4601,0.9463,0.1581,0.9463,0.9485,1,0.851,0
다중,2,0.45,472.2,frame_0006,0.9884,0,0,0.3513,3.1806,0.3485,1.0277,0.3513,1.0277,1.1881,1,0.9884,0
다중,2,0.45,442.3,frame_0007,0.8769,0,0,0.5,3.3325,0.4905,0.4257,0.5,0.4257,0.8215,1,0.8769,0
다중,2,0.45,427.9,frame_0008,0.0,1,0,149.8489,873.8821,164.38,904.0725,149.8489,904.0725,906.9009,0,0.724,0
다중,2,0.45,430.6,frame_0009,0.988,0,0,1.1972,4.3919,0.5179,1.0453,1.1972,1.0453,2.2416,1,0.988,0
다중,2,0.45,475.6,frame_0010,0.9027,0,0,0.5806,2.5918,0.0884,0.8053,0.5806,0.8053,1.0838,1,0.9027,0
다중,2,0.45,441.2,frame_0011,0.8577,0,0,0.318,0.8763,0.5107,1.443,0.318,1.443,1.6623,1,0.8577,0
다중,2,0.45,440.2,frame_0012,0.9415,0,0,0.8569,2.4822,0.3612,1.477,0.8569,1.477,1.8359,1,0.9415,0
다중,2,0.45,437.0,frame_0013,0.0,1,0,143.4446,727.8345,143.3967,726.6861,143.4446,726.6861,735.191,0,0.9306,0
다중,2,0.45,472.1,frame_0014,0.9098,0,0,0.8565,1.7978,0.3228,0.9744,0.8565,0.9744,1.488,1,0.9098,0
다중,2,0.45,449.0,frame_0015,0.8443,0,0,0.447,1.264,0.3775,2.2204,0.447,2.2204,2.3004,1,0.8443,0
다중,2,0.45,454.4,frame_0016,0.8809,0,0,0.5117,2.1088,0.6018,1.3461,0.5117,1.3461,1.6122,1,0.8809,0
다중,2,0.45,436.1,frame_0017,0.8591,0,0,0.2064,2.4035,0.5583,1.524,0.2064,1.524,1.4413,1,0.8591,0
다중,2,0.45,440.6,frame_0018,0.0,1,0,125.9138,855.5294,128.2953,855.546,125.9138,855.546,862.6841,0,0.94,0
다중,2,0.45,445.9,frame_0019,0.9377,0,0,0.4599,2.5137,0.2821,0.7132,0.4599,0.7132,0.9761,1,0.9377,0
다중,2,0.45,465.2,frame_0020,0.0,1,0,99.5012,807.5813,99.9778,805.8348,99.5012,805.8348,810.33,0,0.8902,0
다중,2,0.45,457.4,frame_0021,0.0,1,0,90.3575,11.8294,89.9083,1.35,90.3575,1.35,105.1872,0,0.9883,0
다중,2,0.45,428.1,frame_0022,0.8415,0,0,0.5316,2.1161,0.529,0.9168,0.5316,0.9168,1.2261,1,0.8415,0
다중,2,0.45,431.0,frame_0023,0.8413,0,0,0.4354,1.0085,1.0351,1.367,0.4354,1.367,1.5948,1,0.8413,0
다중,2,0.45,457.2,frame_0024,0.874,0,0,0.3355,2.9261,0.491,1.9876,0.3355,1.9876,1.9268,1,0.874,0
다중,2,0.45,456.8,frame_0025,0.0,1,0,65.7415,1079.6255,65.402,1079.8574,65.7415,1079.8574,1081.4751,0,0.8281,0
다중,2,0.45,432.0,frame_0026,0.8812,0,0,0.5033,1.8151,0.8131,1.248,0.5033,1.248,1.3983,1,0.8812,0
다중,2,0.45,443.8,frame_0027,0.8496,0,0,0.5053,1.993,0.2391,1.2504,0.5053,1.2504,1.7358,1,0.8496,0
다중,2,0.45,421.3,frame_0028,0.8325,0,0,0.817,2.9158,0.3871,1.0328,0.817,1.0328,1.6427,1,0.8325,0
다중,2,0.45,423.1,frame_0029,0.9852,0,0,0.4132,3.9987,0.5406,0.8544,0.4132,0.8544,1.0202,1,0.9852,0
다중,2,0.45,426.9,frame_0030,0.0,1,0,166.7992,424.2305,168.2054,459.8695,166.7992,459.8695,482.1294,0,0.8328,0
다중,2,0.45,423.1,frame_0031,0.0,1,0,174.5185,1022.8097,179.4019,1005.0337,174.5185,1005.0337,948.7223,0,0.8387,0
다중,2,0.45,420.5,frame_0032,0.8396,0,0,0.5245,2.6138,0.2451,0.7662,0.5245,0.7662,1.1999,1,0.8396,0
다중,2,0.45,472.5,frame_0033,0.9884,0,0,0.3885,1.6775,0.3911,0.6864,0.3885,0.6864,0.9134,1,0.9884,0
다중,2,0.45,428.6,frame_0034,0.0,1,0,153.4493,392.3146,155.0461,354.3821,153.4493,354.3821,377.8524,0,0.8797,0
